column_names
frontside_aaCurr5_crest
frontside_aaCurr5_impulse_factor
frontside_aaCurr5_margin_factor
frontside_aaCurr5_clearance_factor
frontside_aaCurr6_mean
frontside_aaCurr6_abs_mean
frontside_aaCurr6_coef_var
frontside_aaCurr6_impulse_factor
frontside_aaCurr6_margin_factor
frontside_aaCurr6_shape_factor
frontside_aaCurr6_clearance_factor
frontside_aaTorque5_crest
frontside_aaTorque5_impulse_factor
frontside_aaTorque5_margin_factor
frontside_aaTorque5_clearance_factor
frontside_aaTorque6_mean
frontside_aaTorque6_abs_mean
frontside_aaTorque6_skew
frontside_aaTorque6_coef_var
frontside_aaTorque6_impulse_factor
frontside_aaTorque6_margin_factor
frontside_aaTorque6_shape_factor
frontside_aaTorque6_clearance_factor
frontside_aaPower6_kurtosis
frontside_aaPower6_margin_factor
frontside_aaPower6_clearance_factor
frontside_actToolBasePos1_zptp
frontside_actToolBasePos3_coef_var
frontside_actToolBasePos3_shape_factor
frontside_actToolBasePos5_mean
frontside_actToolBasePos5_rms
frontside_actToolBasePos5_abs_mean
frontside_actToolBasePos5_coef_var
frontside_actToolBasePos5_impulse_factor
frontside_actToolBasePos5_shape_factor
frontside_actToolBasePos5_clearance_factor
frontside_actToolBasePos6_kurtosis
frontside_actToolBasePos6_skew
frontside_measPos11_zptp
frontside_measPos13_coef_var
frontside_measPos13_shape_factor
frontside_measPos15_mean
frontside_measPos15_rms
frontside_measPos15_abs_mean
frontside_measPos15_coef_var
frontside_measPos15_impulse_factor
frontside_measPos15_shape_factor
frontside_measPos15_clearance_factor
frontside_measPos23_coef_var
frontside_measPos23_shape_factor
frontside_actFeedRate2_rms
frontside_actFeedRate2_abs_mean
frontside_actFeedRate2_kurtosis
frontside_actFeedRate3_rms
frontside_actFeedRate3_abs_mean
frontside_actFeedRate3_kurtosis
frontside_actFeedRate3_crest
frontside_actFeedRate3_impulse_factor
frontside_actFeedRate3_margin_factor
frontside_actFeedRate3_shape_factor
frontside_actFeedRate3_clearance_factor
frontside_aaLoad5_mean
frontside_aaLoad5_rms
frontside_aaLoad5_abs_mean
frontside_aaLoad5_crest
frontside_aaLoad5_impulse_factor
frontside_aaLoad5_margin_factor
frontside_aaLoad5_clearance_factor
frontside_aaLoad6_rms
frontside_aaLoad6_kurtosis
frontside_aaLoad6_coef_var
frontside_aaLoad6_crest
frontside_aaLoad6_margin_factor
frontside_aaLoad6_shape_factor
frontside_aaLoad6_clearance_factor
frontside_acc_x_kurtosis
frontside_acc_x_zptp
frontside_acc_x_crest
frontside_acc_x_impulse_factor
frontside_acc_x_margin_factor
frontside_acc_x_shape_factor
frontside_acc_x_clearance_factor
frontside_acc_y_rms
frontside_acc_y_abs_mean
frontside_acc_y_kurtosis
frontside_acc_y_coef_var
frontside_acc_y_crest
frontside_acc_y_impulse_factor
frontside_acc_y_margin_factor
frontside_acc_y_shape_factor
frontside_acc_y_clearance_factor
frontside_acc_z_abs_mean
frontside_acc_z_kurtosis
frontside_acc_z_coef_var
frontside_acc_z_crest
frontside_acc_z_impulse_factor
frontside_acc_z_margin_factor
frontside_ae_abs_mean
frontside_ae_crest
frontside_ae_impulse_factor
frontside_ae_shape_factor
backside_acc_x_kurtosis
backside_acc_x_skew
backside_acc_x_shape_factor
backside_acc_y_rms
backside_acc_y_abs_mean
backside_acc_y_kurtosis
backside_acc_y_skew
backside_acc_y_coef_var
backside_acc_y_crest
backside_acc_y_impulse_factor
backside_acc_y_margin_factor
backside_acc_y_shape_factor
backside_acc_y_clearance_factor
backside_acc_z_rms
backside_acc_z_abs_mean
backside_acc_z_kurtosis
backside_acc_z_skew
backside_acc_z_coef_var
backside_acc_z_zptp
backside_acc_z_crest
backside_acc_z_impulse_factor
backside_acc_z_shape_factor
backside_ae_mean
backside_ae_rms
backside_ae_abs_mean
backside_ae_zptp
backside_aaCurr6_mean
backside_aaCurr6_abs_mean
backside_aaCurr6_kurtosis
backside_aaCurr6_impulse_factor
backside_aaCurr6_shape_factor
backside_aaTorque6_mean
backside_aaTorque6_rms
backside_aaTorque6_abs_mean
backside_aaTorque6_kurtosis
backside_aaTorque6_coef_var
backside_aaTorque6_crest
backside_aaTorque6_impulse_factor
backside_aaPower6_abs_mean
backside_aaPower6_kurtosis
backside_aaPower6_impulse_factor
backside_aaPower6_shape_factor
backside_actToolBasePos1_zptp
backside_actToolBasePos5_kurtosis
backside_actToolBasePos5_skew
backside_measPos11_zptp
backside_measPos15_kurtosis
backside_measPos15_skew
backside_measPos15_zptp
backside_measPos21_zptp
backside_actFeedRate5_mean
backside_aaLoad6_mean
backside_aaLoad6_rms
backside_aaLoad6_abs_mean
backside_aaLoad6_kurtosis
backside_aaLoad6_skew
backside_aaLoad6_coef_var
backside_aaLoad6_crest
backside_aaLoad6_impulse_factor
backside_aaLoad6_shape_factor
